ID;w;day_list;week_list;month_list
1000002102;1.3182;1;7;1
1000002103;1.0658;0;0;0
1000002104;1.8441;0;0;0
1000002105;0.8313;0;0;0
1000002106;1.1359;0;1;1
1000002107;0.7918;0;0;0
1000002108;0.8262;0;0;0
1000002109;0.7315;0;0;0
1000002110;0.6565;0;0;0
1000002111;1.0218;0;0;1
1000002112;1.5813;0;5;1
1000002113;0.7782;0;0;0
1000002114;0.7453;0;0;0
1000002115;0.7373;0;0;0
1000002116;1.1108;0;0;1
1000002117;0.7656;0;5;1
1000002118;1.1334;0;0;0
1000002119;1.631;0;1;1
1000002120;1.3043;0;0;0
1000002121;0.7455;0;0;0
1000002122;0.8978;0;0;0
1000002123;0.5582;0;0;0
1000002124;1.1841;0;0;0
1000002125;1.2379;1;1;1
1000002126;0.8502;0;0;0
1000002127;0.4681;0;0;1
1000002128;1.7338;0;0;0
1000002129;1.2269;0;0;0
1000002130;0.5512;0;1;1
1000002131;0.7491;0;0;0
1000002132;0.9666;0;0;0
1000002133;0.6092;0;0;1
1000002134;1.3551;1;7;1
1000002135;0.6961;0;0;0
1000002136;0.716;0;0;0
1000002137;1.0015;0;0;0
1000002138;0.685;0;0;0
1000002139;0.6483;0;0;0
1000002140;0.7886;0;1;1
1000002141;0.5938;0;0;0
1000002142;1.0927;0;0;0
1000002143;0.7601;0;0;0
1000002144;0.4949;0;0;0
1000002145;1.8785;0;0;0
1000002146;1.0287;0;7;1
1000002147;0.9076;0;0;0
1000002148;1.3673;0;0;1
1000002149;0.7197;0;0;0
1000002150;1.2352;0;0;0
1000002151;0.7187;0;0;0
1000002152;1.1056;0;0;0
1000002153;0.7895;0;0;0
1000002154;1.0391;0;0;1
1000002155;0.9585;0;0;0
1000002156;0.8802;0;0;0
1000002157;0.8383;0;0;0
1000002158;1.0081;0;0;0
1000002159;1.0074;0;0;0
1000002160;0.8676;0;0;0
1000002161;0.6275;0;0;0
1000002162;0.8135;0;0;0
1000002163;0.5922;0;0;0
1000002164;0.8064;0;2;1
1000002165;0.9792;0;0;0
1000002166;1.0467;1;3;1
1000002167;0.6421;0;0;1
1000002168;0.9363;0;0;0
1000002169;1.2684;0;0;0
1000002170;1.1423;0;0;1
1000002171;0.7985;0;0;0
1000002172;0.8823;0;0;0
1000002173;1.0224;0;0;0
1000002174;1.1062;1;5;1
1000002175;0.8765;0;0;0
1000002176;0.9567;1;5;1
1000002177;0.6403;0;2;1
1000002178;0.9819;0;0;0
1000002179;0.8032;0;0;0
1000002180;0.7336;0;0;0
1000002181;0.8327;0;0;0
1000002182;1.1422;0;0;0
1000002183;1.1083;0;0;0
1000002184;0.8117;0;0;0
1000002185;1.2927;0;5;1
1000002186;0.7787;0;0;0
1000002187;0.6611;0;0;0
1000002188;0.73;0;0;0
1000002189;0.7776;0;1;1
1000002190;0.8246;0;0;0
1000002191;1.6587;0;0;0
1000002192;0.8878;0;1;1
1000002193;1.2364;0;0;0
1000002194;0.5752;0;0;0
1000002195;0.8085;0;1;1
1000002196;0.5943;0;0;0
1000002197;1.2193;1;2;1
1000002198;0.8659;0;0;0
1000002199;0.9697;0;1;1
1000002200;0.6435;1;5;1
1000002201;0.5001;0;0;0
1000002202;1.1628;0;0;0
1000002203;0.6896;0;0;0
1000002204;1.2561;1;5;1
1000002205;0.9007;0;0;0
1000002206;1.0534;0;0;0
1000002207;0.7141;0;0;1
1000002208;0.6275;0;0;0
1000002209;1.0928;1;3;1
1000002210;0.7807;0;0;0
1000002211;0.7736;0;0;0
1000002212;1.1444;0;0;0
1000002213;0.6163;0;0;0
1000002214;1.2047;0;0;0
1000002215;1.7815;0;7;1
1000002216;1.7078;0;0;0
1000002217;0.8918;0;0;0
1000002218;1.3653;0;1;1
1000002219;0.5266;0;0;0
1000002220;1.1661;0;0;0
1000002221;1.4016;0;0;0
1000002222;0.9828;0;0;0
1000002223;0.6991;0;1;1
1000002224;1.1126;0;0;0
1000002225;0.7543;0;0;0
1000002226;0.7238;0;0;0
1000002227;1.0044;1;4;1
1000002228;1.0234;0;0;0
1000002229;1.0045;0;0;0
1000002230;0.8997;0;0;0
1000002231;0.7788;0;2;1
1000002232;0.8904;0;0;0
1000002233;0.7411;0;0;1
1000002234;0.9927;0;1;1
1000002235;0.781;0;0;0
1000002236;0.9744;0;0;0
1000002237;0.8246;0;0;0
1000002238;1.2043;0;0;0
1000002239;0.9487;0;0;1
1000002240;0.9311;0;0;0
1000002241;0.766;0;0;1
1000002242;0.7734;0;1;1
1000002243;0.7807;0;5;1
1000002244;0.991;0;0;0
1000002245;0.7831;0;0;1
1000002246;0.5278;0;0;0
1000002247;1.9002;0;0;0
1000002248;0.5481;0;0;0
1000002249;0.8443;0;0;0
1000002250;1.5519;0;2;1
1000002251;1.2333;0;3;1
1000002252;0.7028;0;0;0
1000002253;0.9783;0;0;0
1000002254;0.6675;0;0;0
1000002255;0.7709;0;0;1
1000002256;0.9415;0;1;1
1000002257;2.3346;1;5;1
1000002258;0.6142;0;0;1
1000002259;1.1537;0;0;0
1000002260;1.1122;0;6;1
1000002261;0.732;0;0;0
1000002262;1.0933;0;1;1
1000002263;1.646;0;0;0
1000002264;1.3792;0;0;0
1000002265;1.7428;0;0;0
1000002266;1.2567;0;0;0
1000002267;0.7525;0;0;0
1000002268;1.0229;0;0;0
1000002269;0.9812;0;0;0
1000002270;0.5481;0;0;0
1000002271;0.5668;0;0;0
1000002272;0.8022;0;0;0
1000002273;1.1244;0;0;0
1000002274;1.0271;0;0;1
1000002275;0.7214;0;0;0
1000002276;0.9847;0;0;1
1000002277;1.1174;0;0;1
1000002278;0.7485;0;2;1
1000002279;0.9435;0;0;0
1000002280;0.8393;0;2;1
1000002281;0.9244;0;0;0
1000002282;0.7642;0;0;0
1000002283;1.7719;0;0;0
1000002284;1.8498;0;1;1
1000002285;1.8359;1;5;1
1000002286;2.529;0;0;0
1000002287;0.9739;0;0;0
1000002288;1.6424;0;1;1
1000002289;0.6702;0;2;1
1000002290;1.248;0;0;0
1000002291;1.4599;0;0;0
1000002292;0.9449;0;0;0
1000002293;0.7617;0;1;1
1000002294;0.6371;0;0;0
1000002295;1.3797;0;0;0
1000002296;1.8408;0;0;0
1000002297;1.198;0;0;0
1000002298;0.7669;0;0;0
1000002299;1.133;0;0;0
1000002300;0.71;0;0;0
1000002301;1.2033;0;3;1
1000002302;1.4827;0;0;0
1000002303;0.5484;0;0;0
1000002304;1.795;0;0;0
1000002305;0.6591;0;0;0
1000002306;0.5793;0;0;0
1000002307;1.0544;1;1;1
1000002308;0.8059;0;0;1
1000002309;0.9589;0;0;1
1000002310;1.6803;0;1;1
1000002311;0.6496;0;1;1
1000002312;0.9413;0;1;1
1000002313;0.8588;0;0;1
1000002314;1.1813;0;3;1
1000002315;0.7668;0;0;0
1000002316;0.8927;0;2;1
1000002317;0.9812;0;2;1
1000002318;1.6402;0;0;0
1000002319;1.0678;0;0;0
1000002320;1.1918;1;3;1
1000002321;0.81;0;0;0
1000002322;1.0893;0;0;0
1000002323;1.0179;0;1;1
1000002324;0.6226;0;0;0
1000002325;1.0417;0;1;1
1000002326;0.7091;0;0;0
1000002327;1.0838;0;0;0
1000002328;0.8601;0;0;0
1000002329;0.7543;0;0;0
1000002330;1.062;1;1;1
1000002331;0.8468;0;0;1
1000002332;2.1262;0;0;0
1000002333;0.6229;0;0;0
1000002334;0.8869;0;4;1
1000002335;1.8127;0;0;0
1000002336;1.0355;0;1;1
1000002337;1.5492;0;0;0
1000002338;0.7959;0;0;0
1000002339;0.8612;0;4;1
1000002340;1.1658;0;0;0
1000002341;0.8064;0;0;0
1000002342;0.7491;0;0;0
1000002343;0.6341;0;1;1
1000002344;1.6886;0;0;0
1000002345;0.9075;0;0;0
1000002346;0.7696;0;0;0
1000002347;1.232;0;0;1
1000002348;1.0025;0;0;0
1000002349;0.7507;0;0;0
1000002350;0.914;0;0;1
1000002351;0.8942;0;0;0
1000002352;0.901;0;0;0
1000002353;1.7686;0;3;1
1000002354;0.6916;0;0;0
1000002355;1.1202;0;0;0
1000002356;0.8686;0;0;0
1000002357;0.7788;0;2;1
1000002358;1.8408;0;0;0
1000002359;0.734;0;0;0
1000002360;0.6995;0;0;0
1000002361;1.6234;0;3;1
1000002362;0.9743;0;0;0
1000002363;1.1295;0;0;0
1000002364;1.2103;0;0;0
1000002365;0.6975;0;0;0
1000002366;1.1905;0;0;0
1000002367;0.8393;0;3;1
1000002368;0.9519;0;0;0
1000002369;0.7817;0;0;0
1000002370;0.7739;0;0;0
1000002371;0.8344;0;0;0
1000002372;0.825;0;0;0
1000002373;1.6339;0;0;0
1000002374;0.9182;0;2;1
1000002375;0.85;0;2;1
1000002376;1.401;0;0;0
1000002377;0.982;0;1;1
1000002378;0.5;0;0;0
1000002379;1.4424;0;0;1
1000002380;0.73;0;0;0
1000002381;1.009;0;3;1
1000002382;0.8979;0;0;0
1000002383;1.0143;0;0;0
1000002384;1.0586;0;0;0
1000002385;0.9141;0;0;0
1000002386;0.8016;0;0;0
1000002387;0.5752;0;0;0
1000002388;0.848;0;0;0
1000002389;2.2459;0;0;0
1000002390;0.9501;0;0;0
1000002391;0.7342;0;0;0
1000002392;1.2161;0;0;0
1000002393;0.9384;0;0;0
1000002394;0.7371;0;0;0
1000002395;1.1541;0;1;1
1000002396;0.7758;0;0;0
1000002397;0.7889;0;0;0
1000002398;1.0269;0;1;1
1000002399;0.7393;0;0;0
1000002400;1.0235;0;0;0
1000002401;0.9671;0;0;0
1000002402;0.9932;0;0;0
1000002403;2.9907;1;2;1
1000002404;0.7357;0;0;1
1000002405;0.8594;0;0;0
1000002406;0.9508;0;2;1
1000002407;1.2537;0;0;0
1000002408;0.8537;0;0;0
1000002409;0.982;0;0;0
1000002410;1.016;0;0;0
1000002411;0.9261;0;0;0
1000002412;0.9684;0;2;1
1000002413;0.7656;0;0;0
1000002414;0.9966;0;0;0
1000002415;1.5673;0;0;0
1000002416;0.7095;0;0;1
1000002417;0.74;0;0;0
1000002418;0.5914;0;0;0
1000002419;0.984;0;0;0
1000002420;1.1827;1;5;1
1000002421;0.9506;0;0;0
1000002422;1.0253;0;0;0
1000002423;0.6995;0;4;1
1000002424;0.5848;1;1;1
1000002425;0.7793;0;0;0
1000002426;0.9472;0;0;0
1000002427;0.7119;0;0;0
1000002428;0.8799;0;0;1
1000002429;0.8211;0;0;0
1000002430;0.6833;0;1;1
1000002431;1.3532;0;0;0
1000002432;0.8387;0;0;0
1000002433;0.6549;0;2;1
1000002434;0.6196;0;0;0
1000002435;2.5112;0;4;1
1000002436;0.8834;0;1;1
1000002437;1.0677;1;7;1
1000002438;0.7998;0;1;1
1000002439;1.0214;0;0;0
1000002440;1.1128;0;0;0
1000002441;0.6223;0;2;1
1000002442;1.0122;0;0;1
1000002443;1.5878;0;0;0
1000002444;0.7486;0;1;1
1000002445;0.6924;1;5;1
1000002446;0.8159;0;0;1
1000002447;0.9386;1;1;1
1000002448;0.7758;0;0;0
1000002449;0.8833;1;2;1
1000002450;1.1496;1;7;1
1000002451;1.4626;1;6;1
1000002452;1.6191;1;2;1
1000002453;0.8757;0;1;1
1000002454;1.8113;0;0;0
1000002455;1.1596;0;0;0
1000002456;0.986;0;0;0
1000002457;0.9456;0;0;0
1000002458;1.1381;0;0;0
1000002459;1.5059;1;1;1
1000002460;0.5938;0;1;1
1000002461;0.9751;0;0;1
1000002462;0.984;1;5;1
1000002463;0.6326;0;0;0
1000002464;1.3922;0;0;0
1000002465;0.949;0;0;0
1000002466;1.1903;1;6;1
1000002467;0.5976;0;0;0
1000002468;1.4233;0;0;0
1000002469;0.8618;0;0;0
1000002470;0.846;1;5;1
1000002471;0.8654;0;0;0
1000002472;1.0298;1;7;1
1000002473;1.1091;0;0;0
1000002474;0.748;0;0;0
1000002475;2.4725;0;0;0
1000002476;1.1537;0;0;0
1000002477;1.6196;0;0;0
1000002478;0.8792;0;0;0
1000002479;1.6039;0;3;1
1000002480;1.0003;0;0;0
1000002481;0.6254;0;0;0
1000002482;1.4073;0;0;0
1000002483;0.9298;0;0;0
1000002484;1.0718;0;0;0
1000002485;0.8241;0;5;1
1000002486;1.0991;0;0;0
1000002487;0.9409;0;0;0
1000002488;0.796;0;0;0
1000002489;0.9514;0;0;0
1000002490;0.7238;0;0;1
1000002491;0.7841;0;1;1
1000002492;0.6508;0;0;0
1000002493;0.7154;0;0;1
1000002494;0.5755;0;0;0
1000002495;0.9848;0;0;0
1000002496;1.0592;0;0;0
1000002497;1.1548;0;0;0
1000002498;1.3957;0;0;1
1000002499;1.5874;0;0;0
1000002500;0.7529;0;0;0
1000002501;0.9301;0;0;0
1000002502;0.9298;0;0;0
1000002503;0.7059;0;0;0
1000002504;0.7738;0;2;1
1000002505;1.076;0;0;0
1000002506;1.3703;0;0;0
1000002507;1.4267;0;0;0
1000002508;1.036;0;0;0
1000002509;0.9812;0;0;0
1000002510;0.549;0;0;0
1000002511;0.915;0;0;0
1000002512;1.0681;0;3;1
1000002513;0.7617;0;1;1
1000002514;1.2528;1;1;1
1000002515;0.6674;0;1;1
1000002516;1.5082;0;0;0
1000002517;0.6686;0;0;0
1000002518;0.9635;0;0;0
1000002519;1.1386;0;0;0
1000002520;1.5448;0;0;0
1000002521;1.5222;0;7;1
1000002522;1.1527;0;2;1
1000002523;0.964;0;7;1
1000002524;0.9115;0;1;1
1000002525;0.5695;0;0;0
1000002526;1.4567;0;0;0
1000002527;1.5821;0;0;0
1000002528;1.1069;0;0;0
1000002529;1.0922;0;0;1
1000002530;0.846;0;0;0
1000002531;0.8343;0;0;0
1000002532;0.8527;0;1;1
1000002533;1.4228;0;0;0
1000002534;0.982;0;0;0
1000002535;0.7323;0;0;0
1000002536;1.512;0;0;0
1000002537;1.2262;0;2;1
1000002538;1.3662;1;6;1
1000002539;1.013;0;0;0
1000002540;0.8057;0;0;0
1000002541;0.7832;0;0;0
1000002542;1.0992;0;6;1
1000002543;0.8454;0;0;0
1000002544;1.7464;0;0;0
1000002545;2.9882;0;0;0
1000002546;1.0081;0;0;0
1000002547;1.2097;1;3;1
1000002548;0.6674;0;0;0
1000002549;0.7786;0;0;0
1000002550;0.7782;0;0;0
1000002551;0.7106;0;0;0
1000002552;1.1016;0;0;0
1000002553;0.9037;0;4;1
1000002554;0.7322;1;7;1
1000002555;0.6525;0;0;0
1000002556;1.3407;1;7;1
1000002557;1.0052;0;0;1
1000002558;0.7592;0;1;1
1000002559;0.6587;0;0;0
1000002560;0.9022;0;0;0
1000002561;0.7203;0;1;1
1000002562;0.6171;0;0;1
1000002563;0.5661;0;0;0
1000002564;0.6593;0;0;0
1000002565;0.9968;0;0;0
1000002566;1.1668;0;1;1
1000002567;1.0365;1;1;1
1000002568;0.8805;0;0;0
1000002569;0.9913;0;0;0
1000002570;0.6512;0;0;0
1000002571;0.8023;0;0;0
1000002572;1.6206;0;0;0
1000002573;0.6604;0;0;1
1000002574;0.5389;0;0;0
1000002575;1.1941;0;0;0
1000002576;1.6914;0;0;0
1000002577;1.5607;0;0;0
1000002578;0.8601;0;0;0
1000002579;0.6526;0;0;0
1000002580;1.3253;0;0;0
1000002581;0.6271;0;0;0
1000002582;0.6851;0;0;1
1000002583;1.3309;0;0;1
1000002584;1.1895;0;0;0
1000002585;0.7004;0;0;0
1000002586;0.6736;0;0;0
1000002587;0.8752;0;4;1
1000002588;1.8217;0;0;0
1000002589;1.2189;0;0;0
1000002590;0.8789;0;0;1
1000002591;2.4708;0;0;0
1000002592;0.9735;0;0;0
1000002593;0.8651;0;0;0
1000002594;1.433;0;0;0
1000002595;0.8323;0;0;0
1000002596;0.9607;0;1;1
1000002597;1.2204;0;0;0
1000002598;0.8009;0;0;0
1000002599;2.0431;1;1;1
1000002600;0.6328;0;0;0
1000002601;0.6161;0;0;0
1000002602;0.5208;0;2;1
1000002603;0.797;0;0;0
1000002604;1.1527;0;0;0
1000002605;0.6536;0;0;0
1000002606;0.7119;0;0;0
1000002607;1.0437;0;0;0
1000002608;0.7048;1;5;1
1000002609;1.3511;0;0;0
1000002610;1.0417;0;0;0
1000002611;0.7018;0;0;0
1000002612;1.3201;0;2;1
1000002613;0.8939;0;1;1
1000002614;0.9021;0;0;0
1000002615;1.1323;0;2;1
1000002616;2.155;0;0;0
1000002617;1.15;0;0;0
1000002618;1.0839;0;0;1
1000002619;0.9707;0;0;1
1000002620;0.9327;0;0;0
1000002621;0.7929;0;0;0
1000002622;0.8489;0;5;1
1000002623;1.0109;0;0;0
1000002624;0.9988;0;0;1
1000002625;2.0737;0;0;0
1000002626;0.7623;0;1;1
1000002627;0.6658;0;0;0
1000002628;1.622;0;0;0
1000002629;1.3493;0;0;0
1000002630;1.3292;0;0;0
1000002631;0.7697;0;0;1
1000002632;1.413;0;0;0
1000002633;1.7844;0;3;1
1000002634;1.7192;1;2;1
1000002635;0.915;0;0;0
1000002636;1.0177;0;0;0
1000002637;0.813;0;0;0
1000002638;1.1037;0;0;0
1000002639;1.0314;0;0;1
1000002640;0.7844;0;0;0
1000002641;0.901;0;1;1
1000002642;1.7712;0;0;1
1000002643;1.2184;0;0;0
1000002644;0.9026;0;0;0
1000002645;1.071;1;6;1
1000002646;0.8892;0;0;0
1000002647;1.2447;0;0;0
1000002648;0.8867;0;0;0
1000002649;0.9326;0;0;0
1000002650;0.845;0;0;1
1000002651;0.7757;0;0;0
1000002652;0.8438;0;0;0
1000002653;0.8932;0;0;0
1000002654;0.9772;0;0;0
1000002655;0.8978;0;0;0
1000002656;1.2421;0;0;0
1000002657;0.6855;0;0;0
1000002658;1.7225;0;0;0
1000002659;1.6862;0;6;1
1000002660;0.6455;0;0;0
1000002661;0.7743;0;0;0
1000002662;1.3174;1;5;1
1000002663;1.0079;0;0;0
1000002664;1.2353;0;1;1
1000002665;0.9001;0;2;1
1000002666;1.181;0;1;1
1000002667;1.0124;0;0;0
1000002668;0.6459;0;0;0
1000002669;1.0127;0;0;0
1000002670;0.8285;0;1;1
1000002671;1.4894;0;0;0
1000002672;3.0119;0;3;1
1000002673;0.7061;0;0;0
1000002674;0.9299;0;0;0
1000002675;1.6868;1;7;1
1000002676;1.1811;0;0;0
1000002677;0.7251;1;1;1
1000002678;1.1385;0;0;1
1000002679;0.7476;1;5;1
1000002680;0.8992;0;0;0
1000002681;0.9993;0;0;0
1000002682;0.7349;0;0;0
1000002683;1.0874;0;0;0
1000002684;0.8701;0;1;1
1000002685;0.8191;0;0;0
1000002686;0.87;0;0;1
1000002687;0.8389;0;6;1
1000002688;0.8193;0;0;0
1000002689;0.9723;0;0;0
1000002690;1.0021;0;1;1
1000002691;0.9947;0;0;0
1000002692;0.5384;0;0;0
1000002693;0.9508;0;0;0
1000002694;0.9262;0;0;0
1000002695;0.8361;0;0;0
1000002696;0.9564;0;0;0
1000002697;0.9547;1;7;1
1000002698;1.8359;0;0;0
1000002699;1.1732;0;3;1
1000002700;0.8996;0;0;0
1000002701;1.3014;0;3;1
1000002702;1.0024;0;0;0
1000002703;0.9027;0;0;1
1000002704;0.8815;0;0;0
1000002705;0.974;0;0;0
1000002706;0.8847;0;0;1
1000002707;0.8023;0;0;0
1000002708;1.1537;0;0;1
1000002709;0.5366;0;0;0
1000002710;0.9472;0;2;1
1000002711;0.9174;0;0;1
1000002712;0.8757;0;0;0
1000002713;1.0349;0;0;0
1000002714;0.9439;0;0;0
1000002715;1.6152;0;0;0
1000002716;0.7889;1;3;1
1000002717;0.7694;0;1;1
1000002718;0.6529;0;0;0
1000002719;0.6803;0;0;0
1000002720;0.81;0;0;0
1000002721;0.9735;0;0;0
1000002722;0.6328;0;0;0
1000002723;0.9955;0;6;1
1000002724;0.9115;0;0;0
1000002725;0.8111;0;0;0
1000002726;1.0819;0;0;0
1000002727;1.0148;0;0;0
1000002728;1.9822;1;5;1
1000002729;0.5698;0;0;0
1000002730;0.5367;0;0;0
1000002731;0.7298;0;0;0
1000002732;0.9008;0;1;1
1000002733;1.0158;0;0;0
1000002734;1.2587;0;0;1
1000002735;1.2927;0;0;0
1000002736;0.8793;0;0;0
1000002737;1.1732;0;0;1
1000002738;1.1628;0;4;1
1000002739;0.9544;0;4;1
1000002740;1.0507;0;0;0
1000002741;1.2298;0;0;1
1000002742;0.6054;0;0;0
1000002743;1.1508;0;3;1
1000002744;0.7484;1;5;1
1000002745;0.7145;0;0;0
1000002746;1.0485;0;0;0
1000002747;0.6975;0;0;0
1000002748;0.6014;0;0;0
1000002749;0.9327;0;0;0
1000002750;0.667;0;0;0
1000002751;0.9639;0;1;1
1000002752;0.7707;1;2;1
1000002753;1.1905;0;0;0
1000002754;0.8861;0;1;1
1000002755;2.0224;1;7;1
1000002756;0.8348;0;1;1
1000002757;1.0781;1;2;1
1000002758;3;0;0;0
1000002759;1.4747;0;0;0
1000002760;1.0187;0;4;1
1000002761;0.8679;0;0;0
1000002762;0.6328;0;0;0
1000002763;0.7569;0;3;1
1000002764;0.8271;0;2;1
1000002765;0.8794;0;0;0
1000002766;0.5645;0;0;0
1000002767;0.6513;0;2;1
1000002768;0.9397;0;0;0
1000002769;1.347;0;0;0
1000002770;0.7135;0;0;0
1000002771;0.781;0;0;0
1000002772;0.9818;0;0;1
1000002773;0.5306;0;0;0
1000002774;0.8759;0;2;1
1000002775;0.6453;0;0;0
1000002776;0.8135;0;0;0
1000002777;0.73;0;0;0
1000002778;0.7145;0;0;0
1000002779;0.8419;0;0;0
1000002780;0.974;0;0;1
1000002781;0.7067;0;6;1
1000002782;1.002;0;0;0
1000002783;1.758;0;2;1
1000002784;1.0216;0;0;1
1000002785;1.2599;0;0;0
1000002786;0.5099;0;0;0
1000002787;1.7145;0;1;1
1000002788;0.8834;0;2;1
1000002789;0.9601;0;0;0
1000002790;1.0625;0;3;1
1000002791;0.7536;0;0;0
1000002792;0.7603;0;0;0
1000002793;1.1857;0;0;0
1000002794;1.1058;0;0;0
1000002795;0.928;0;1;1
1000002796;1.355;0;0;0
1000002797;0.8306;0;1;1
1000002798;0.7258;0;5;1
1000002799;0.9857;0;0;0
1000002800;1.006;0;0;0
1000002801;1.1152;0;0;0
1000002802;0.8514;0;2;1
1000002803;0.8491;0;0;0
1000002804;0.9888;1;5;1
1000002805;0.8868;0;0;0
1000002806;0.7403;0;0;1
1000002807;0.896;0;4;1
1000002808;1.4778;0;0;0
1000002809;1.4031;0;0;0
1000002810;0.7152;0;0;0
1000002811;0.9786;0;0;0
1000002812;0.646;0;0;0
1000002813;0.778;0;0;0
1000002814;2.0509;0;0;0
1000002815;1.148;0;0;0
1000002816;0.8085;1;3;1
1000002817;0.4699;0;3;1
1000002818;1.4681;1;3;1
1000002819;0.9439;0;1;1
1000002820;0.7766;0;0;0
1000002821;1.4109;0;0;0
1000002822;0.9351;0;0;0
1000002823;0.8659;0;0;0
1000002824;0.6469;0;0;0
1000002825;1.1378;0;0;0
1000002826;1.1897;0;0;0
1000002827;0.9113;0;0;0
1000002828;0.8618;0;0;0
1000002829;0.7848;0;0;0
1000002830;2.2158;0;0;0
1000002831;0.8085;0;0;0
1000002832;1.7021;0;0;0
1000002833;0.9866;0;0;0
1000002834;1.3484;0;0;0
1000002835;0.9196;0;1;1
1000002836;0.6288;0;0;0
1000002837;0.9031;0;0;0
1000002838;0.8353;0;1;1
1000002839;0.8432;0;0;0
1000002840;0.7337;0;0;0
1000002841;0.5728;0;0;0
1000002842;0.871;0;0;0
1000002843;0.9612;0;0;1
1000002844;1.0008;0;0;0
1000002845;0.7114;0;0;0
1000002846;1.3265;0;0;0
1000002847;1.7847;0;4;1
1000002848;1.0406;0;2;1
1000002849;0.6128;0;0;0
1000002850;0.8273;0;0;0
1000002851;0.7332;0;0;0
1000002852;1.4648;0;0;0
1000002853;0.9412;0;0;0
1000002854;0.8727;1;1;1
1000002855;0.7485;0;0;1
1000002856;1.7866;0;0;0
1000002857;0.8676;0;0;0
1000002858;1.3377;0;5;1
1000002859;0.5948;0;0;0
1000002860;0.6036;0;0;0
1000002861;1.5728;1;5;1
1000002862;1.5822;0;0;0
1000002863;0.8137;0;1;1
1000002864;0.6325;0;0;0
1000002865;0.9688;0;0;0
1000002866;1.0013;0;1;1
1000002867;1.0388;0;0;0
1000002868;1.149;0;0;0
1000002869;1.0849;0;0;0
1000002870;1.7483;0;0;0
1000002871;0.8983;0;0;0
1000002872;1.105;1;3;1
1000002873;0.5943;0;0;0
1000002874;0.587;0;0;0
1000002875;1.0653;0;0;0
1000002876;0.9584;0;0;0
1000002877;0.6096;0;1;1
1000002878;0.866;0;0;0
1000002879;0.6768;0;0;0
1000002880;0.7152;0;0;0
1000002881;1.0081;0;0;0
1000002882;1.2249;0;0;0
1000002883;0.7476;0;0;0
1000002884;1.2301;1;6;1
1000002885;0.8584;0;0;0
1000002886;1.8902;0;7;1
1000002887;0.8767;0;0;0
1000002888;0.6213;0;0;0
1000002889;1.7508;0;2;1
1000002890;0.7622;0;0;0
1000002891;1.4783;0;0;0
1000002892;0.5856;0;1;1
1000002893;1.5929;0;0;0
1000002894;1.5791;0;0;0
1000002895;2.2636;0;1;1
1000002896;0.6575;0;0;0
1000002897;0.7561;0;6;1
1000002898;0.9323;0;0;0
1000002899;0.6773;0;0;0
1000002900;0.8224;0;0;0
1000002901;1.0214;0;0;0
1000002902;0.8685;0;0;0
1000002903;1.2578;0;0;0
1000002904;1.1933;0;0;1
1000002905;1.0529;0;0;0
1000002906;0.6671;0;1;1
1000002907;0.6667;0;0;0
1000002908;1.769;1;1;1
1000002909;0.9632;1;2;1
1000002910;1.7029;0;0;0
1000002911;0.915;0;0;1
1000002912;0.7845;0;0;0
1000002913;0.8372;0;0;0
1000002914;0.8132;0;0;1
1000002915;1.4846;0;1;1
1000002916;0.6969;0;0;0
1000002917;1.0788;0;2;1
1000002918;1.4549;0;0;0
1000002919;0.6387;0;0;0
1000002920;1.0117;0;0;0
1000002921;1.1642;0;0;0
1000002922;0.9874;0;0;0
1000002923;0.686;0;0;0
1000002924;0.8432;0;3;1
1000002925;0.8434;0;0;0
1000002926;0.721;0;1;1
1000002927;2.3596;1;7;1
1000002928;1.5673;0;0;0
1000002929;0.8881;0;0;0
1000002930;0.8978;0;2;1
1000002931;0.837;0;0;0
1000002932;1.3232;0;0;0
1000002933;1.1985;0;0;1
1000002934;1.0496;0;0;0
1000002935;0.5124;0;0;1
1000002936;0.9422;0;0;0
1000002937;1.4031;0;0;0
1000002938;0.7362;0;0;0
1000002939;1.0128;0;0;0
1000002940;0.7096;0;0;0
1000002941;0.9292;0;0;0
1000002942;1.1247;0;0;0
1000002943;0.7534;0;0;0
1000002944;1.0146;0;2;1
1000002945;0.891;0;1;1
1000002946;0.836;0;0;0
1000002947;1.1903;0;0;0
1000002948;0.9364;0;0;0
1000002949;1.002;0;0;0
1000002950;0.7663;0;0;0
1000002951;0.9567;1;4;1
1000002952;1.0707;0;0;0
1000002953;1.0756;0;0;0
1000002954;1.103;0;0;1
1000002955;1.0427;0;3;1
1000002956;0.7371;0;1;1
1000002957;1.1947;0;0;0
1000002958;0.9863;0;0;0
1000002959;0.7058;0;0;0
1000002960;0.9076;0;0;0
1000002961;2.1864;0;0;0
1000002962;0.8159;0;0;0
1000002963;0.6579;0;0;0
1000002964;0.8313;0;0;0
1000002965;1.2454;0;0;0
1000002966;1.0175;0;0;0
1000002967;0.7535;0;0;0
1000002968;1.1611;1;7;1
1000002969;1.2751;0;0;0
1000002970;0.7694;0;0;0
1000002971;1.2421;0;0;0
1000002972;0.6737;0;0;0
1000002973;0.8196;0;0;0
1000002974;1.2751;0;0;0
1000002975;1.2184;0;0;0
1000002976;0.845;0;0;1
1000002977;0.8443;0;0;0
1000002978;0.699;0;0;0
1000002979;0.7094;0;0;0
1000002980;0.9363;0;1;1
